EmployeeID,WorkHours,TasksCompleted,BreaksTaken,OvertimeHours,LeavesTaken,PerformanceRating,BurnoutRisk
E1693,56,44,5,17,3,3.6,0
E1694,63,27,4,2,4,4.1,0
E1695,67,20,2,16,6,3.3,1
E1696,62,29,2,6,5,4.6,0
E1697,53,14,5,12,3,4.6,0
E1698,44,28,0,15,3,3.4,0
E1699,59,31,3,4,9,4.9,0
E1700,46,28,1,3,3,2.2,1
E1701,34,25,3,9,0,2.0,0
E1702,58,33,3,12,4,3.1,1
E1703,33,13,4,9,7,3.8,0
E1704,39,24,2,13,6,3.9,0
E1705,46,34,4,11,4,3.4,0
E1706,39,44,5,0,2,2.4,0
E1707,46,23,1,19,10,2.5,0
E1708,49,28,5,19,0,4.6,1
E1709,53,47,0,6,6,4.6,0
E1710,34,45,1,8,10,4.0,0
E1711,63,16,4,7,2,4.0,0
E1712,35,39,4,12,3,3.8,0
E1713,31,28,5,13,4,2.6,0
E1714,42,34,4,11,7,3.3,0
E1715,40,25,4,7,6,4.1,0
E1716,52,49,3,17,8,3.6,0
E1717,45,17,0,15,10,2.1,1
E1718,60,27,3,10,2,4.9,1
E1719,40,37,4,15,10,4.5,0
E1720,45,25,2,13,9,2.8,1
E1721,37,28,3,2,0,3.8,1
E1722,33,26,4,1,0,4.8,0
E1723,69,22,4,2,9,2.3,0
E1724,33,16,0,3,0,3.5,0
E1725,54,36,5,4,1,3.4,0
E1726,32,19,1,9,1,3.2,1
E1727,61,43,3,19,6,4.5,1
E1728,32,45,3,1,8,3.1,1
E1729,56,34,3,11,7,2.2,0
E1730,58,15,4,4,3,2.2,0
E1731,61,33,0,4,1,2.1,0
E1732,48,27,4,0,2,3.2,0
E1733,50,32,4,3,9,4.2,0
E1734,34,15,5,11,4,2.6,0
E1735,47,38,2,11,8,3.9,0
E1736,57,34,0,15,7,4.1,0
E1737,51,26,3,16,2,2.8,1
E1738,50,33,1,9,8,3.8,0
E1739,35,20,3,16,9,4.1,1
E1740,30,35,4,16,2,3.4,1
E1741,34,43,0,17,9,3.0,1
E1742,41,37,0,1,7,3.9,1
E1743,55,12,0,3,0,4.9,0
E1744,63,20,2,18,3,3.3,0
E1745,43,47,3,10,3,3.2,1
E1746,55,23,2,16,5,3.4,1
E1747,56,35,5,11,1,2.2,0
E1748,38,30,1,1,6,3.7,1
E1749,55,48,5,5,4,3.0,0
E1750,51,39,4,8,9,2.4,0
E1751,59,17,2,4,5,3.4,0
E1752,46,29,2,19,10,2.0,0
E1753,55,41,5,8,5,3.2,0
E1754,65,31,4,7,10,2.3,0
E1755,30,16,0,19,5,2.1,0
E1756,37,18,4,7,9,4.5,1
E1757,64,10,3,5,7,4.7,0
E1758,44,38,5,2,9,2.6,0
E1759,51,17,4,4,3,3.6,0
E1760,43,13,0,8,9,2.8,0
E1761,55,44,4,6,7,3.5,0
E1762,57,12,2,3,8,3.3,0
E1763,52,49,1,6,3,2.8,1
E1764,43,16,2,4,0,4.1,0
E1765,53,36,1,10,2,2.4,0
E1766,31,10,4,14,0,2.2,1
E1767,55,36,3,1,6,4.3,1
E1768,43,25,4,12,0,4.0,0
E1769,36,47,0,15,10,3.5,0
E1770,32,16,4,6,3,3.4,0
E1771,52,32,1,7,0,3.5,0
E1772,47,20,2,5,1,3.3,0
E1773,67,42,3,6,10,3.2,1
E1774,64,45,4,17,0,3.5,0
E1775,44,46,4,19,4,3.6,0
E1776,54,26,2,6,6,4.1,0
E1777,66,44,3,2,2,4.1,1
E1778,57,14,5,4,7,3.1,0
E1779,39,41,4,0,4,3.2,0
E1780,68,12,4,14,4,3.1,0
E1781,46,44,5,2,4,3.6,0
E1782,68,23,1,7,7,3.4,1
E1783,51,40,1,8,1,4.7,0
E1784,55,40,0,14,1,4.1,0
E1785,54,26,2,9,7,4.7,0
E1786,46,33,3,1,8,4.1,1
E1787,42,32,4,19,10,4.9,0
E1788,49,27,4,4,9,3.9,1
E1789,54,23,0,18,9,4.9,0
E1790,33,24,4,12,1,2.5,0
E1791,39,24,2,10,3,2.2,0
E1792,32,15,0,0,7,3.7,0
E1793,47,36,2,14,1,5.0,1
E1794,65,24,0,17,3,3.3,1
E1795,51,45,4,15,9,2.6,0
E1796,63,17,0,8,0,3.6,0
E1797,37,24,1,0,1,3.9,0
E1798,69,12,3,10,6,2.9,1
E1799,48,22,4,8,0,4.1,0
E1800,66,43,5,10,0,4.9,0
E1801,35,33,3,12,1,4.7,0
E1802,55,49,4,1,3,2.9,0
E1803,63,41,3,13,6,3.0,1
E1804,35,41,1,5,3,3.1,1
E1805,66,39,3,7,4,3.2,0
E1806,62,22,0,17,3,2.3,0
E1807,51,10,3,15,3,4.3,0
E1808,50,43,4,11,8,3.1,1
E1809,35,24,5,10,5,4.6,0
E1810,35,23,5,5,2,4.8,0
E1811,33,38,2,2,5,2.1,0
E1812,59,43,3,13,6,5.0,0
E1813,40,27,5,1,6,4.1,0
E1814,59,16,3,10,7,3.6,0
E1815,60,38,5,2,3,3.2,1
E1816,53,40,3,17,0,3.6,0
E1817,38,34,4,0,5,3.0,0
E1818,32,47,3,0,7,3.9,0
E1819,60,23,4,11,4,2.3,0
E1820,69,17,4,14,2,3.9,0
E1821,66,36,2,4,3,2.8,0
E1822,65,11,5,5,7,2.1,0
E1823,53,26,0,15,5,3.7,0
E1824,60,46,4,11,4,3.7,0
E1825,35,23,5,11,8,3.3,0
E1826,31,34,1,2,9,2.2,1
E1827,49,39,3,1,2,4.7,0
E1828,57,38,1,6,6,3.8,0
E1829,40,29,3,1,8,2.3,0
E1830,33,30,2,6,10,3.5,0
E1831,44,31,4,10,10,3.5,1
E1832,35,44,0,10,3,2.2,0
E1833,59,46,4,13,9,3.8,1
E1834,67,25,3,2,9,4.4,0
E1835,31,26,0,13,2,4.2,1
E1836,44,25,4,10,0,2.6,1
E1837,40,11,0,3,8,4.6,0
E1838,37,13,3,16,0,3.0,1
E1839,55,30,2,15,1,4.8,0
E1840,34,48,2,2,8,2.2,1
E1841,35,43,4,9,4,3.5,1
E1842,55,39,1,14,3,3.8,1
E1843,33,15,3,7,8,2.7,0
E1844,48,26,4,17,8,4.3,1
E1845,49,48,4,2,1,3.9,0
E1846,62,34,2,6,2,2.1,0
E1847,49,14,0,9,2,3.8,0
E1848,41,14,3,19,4,3.5,1
E1849,30,29,0,8,2,2.6,0
E1850,55,25,5,13,9,5.0,0
E1851,43,46,5,13,5,4.7,0
E1852,67,49,3,10,1,2.9,0
E1853,66,18,1,0,5,3.6,1
E1854,40,14,5,3,5,2.9,1
E1855,65,11,2,5,1,4.3,0
E1856,42,18,1,4,5,4.8,0
E1857,32,45,4,2,5,3.1,0
E1858,62,31,5,1,5,4.4,0
E1859,35,31,2,2,4,3.5,0
E1860,39,31,4,8,6,3.2,0
E1861,34,43,1,18,4,4.8,0
E1862,52,38,3,18,10,3.5,0
E1863,39,47,4,16,0,3.4,0
E1864,31,42,0,17,8,4.0,0
E1865,42,27,3,10,2,2.8,0
E1866,69,16,3,11,1,3.0,0
E1867,31,10,1,2,9,4.8,1
E1868,49,42,1,17,5,4.0,0
E1869,30,10,2,5,7,4.5,0
E1870,66,33,2,6,1,2.8,0
E1871,38,13,0,0,3,3.6,1
E1872,46,13,3,5,1,4.9,1
E1873,38,27,0,17,8,3.0,1
E1874,40,36,0,12,9,2.5,0
E1875,44,41,1,18,1,3.5,0
E1876,53,42,0,6,9,3.2,1
E1877,67,37,0,18,1,2.5,0
E1878,64,45,4,8,4,4.7,1
E1879,59,15,2,2,4,5.0,0
E1880,60,25,2,11,6,3.7,0
E1881,34,43,3,19,0,4.3,1
E1882,43,32,2,17,1,4.6,0
E1883,40,33,5,7,10,4.1,0
E1884,38,22,3,8,10,2.1,0
E1885,63,27,4,12,5,2.5,1
E1886,41,22,2,7,1,2.2,0
E1887,64,46,4,9,3,2.0,0
E1888,64,48,2,16,9,2.9,0
E1889,30,26,2,6,5,3.2,1
E1890,69,24,4,16,6,2.7,1
E1891,51,27,0,17,9,2.2,0
E1892,58,32,0,1,4,3.6,0
E1893,37,39,0,2,7,2.8,0
E1894,40,43,5,18,5,4.4,0
E1895,66,13,0,0,4,2.0,1
E1896,43,12,2,9,3,4.5,0
E1897,59,16,1,13,5,4.9,0
E1898,64,27,4,12,5,4.1,0
E1899,50,16,1,8,5,4.2,0
E1900,66,49,5,5,0,4.8,0
E1901,34,15,1,5,5,2.6,0
E1902,48,31,3,18,0,5.0,1
E1903,43,10,0,9,4,4.3,0
E1904,55,13,5,2,6,4.2,0
E1905,33,38,2,17,0,3.1,0
E1906,54,30,0,18,0,3.6,1
E1907,54,35,0,4,5,4.0,0
E1908,47,23,1,10,6,3.9,1
E1909,69,18,3,9,5,4.1,1
E1910,37,21,0,16,4,2.2,1
E1911,68,15,4,3,5,3.1,0
E1912,69,29,4,17,2,3.3,0
E1913,43,33,0,17,8,2.8,0
E1914,61,36,1,0,4,2.5,0
E1915,67,47,1,13,1,2.4,1
E1916,62,17,2,7,9,3.1,0
E1917,52,10,5,1,9,3.5,0
E1918,44,33,5,18,6,2.2,0
E1919,62,16,5,14,2,4.8,1
E1920,54,28,3,1,0,4.3,0
E1921,46,31,1,3,2,4.2,0
E1922,62,44,2,0,8,2.5,0
E1923,31,39,4,18,4,3.8,1
E1924,43,38,5,9,6,3.6,0
E1925,69,31,4,0,2,4.9,0
E1926,69,20,4,19,3,4.2,0
E1927,68,29,0,14,0,3.7,1
E1928,35,38,3,3,2,4.6,0
E1929,35,43,2,6,6,2.5,1
E1930,32,10,3,6,3,2.0,0
E1931,36,40,0,17,1,4.1,0
E1932,37,39,2,12,4,2.3,0
E1933,44,27,2,9,4,2.3,0
E1934,58,26,1,7,1,4.2,0
E1935,62,47,3,9,10,2.8,0
E1936,59,23,3,13,5,3.9,0
E1937,68,32,1,13,9,4.8,0
E1938,56,34,4,19,3,2.9,0
E1939,65,24,0,10,0,2.7,1
E1940,58,31,3,5,2,2.3,1
E1941,67,12,1,0,8,2.4,0
E1942,62,28,2,18,9,2.2,0
E1943,66,43,5,6,6,2.3,1
E1944,56,44,1,17,5,3.3,1
E1945,62,10,5,2,0,3.0,1
E1946,33,30,4,19,8,4.1,0
E1947,51,38,0,10,8,4.6,0
E1948,31,15,5,4,0,4.4,0
E1949,39,46,4,18,5,3.6,0
E1950,34,10,5,1,6,2.3,0
E1951,39,10,2,3,1,4.1,0
E1952,62,36,2,9,9,3.1,0
E1953,67,30,2,1,7,2.3,0
E1954,42,25,2,7,7,4.5,0
E1955,60,49,1,0,5,3.0,0
E1956,65,35,2,5,8,2.7,1
E1957,53,25,2,10,2,4.6,1
E1958,44,37,1,9,1,4.7,0
E1959,58,10,2,12,1,3.0,1
E1960,37,45,4,0,5,3.1,0
E1961,34,19,4,1,6,3.7,0
E1962,58,26,3,2,5,4.2,1
E1963,33,32,4,8,10,2.2,0
E1964,41,16,0,4,2,3.8,0
E1965,31,16,0,9,4,4.9,0
E1966,56,24,0,9,7,2.8,0
E1967,60,43,1,11,5,4.7,0
E1968,65,13,4,17,1,4.9,0
E1969,65,23,0,0,6,2.8,0
E1970,55,23,3,2,7,4.3,1
E1971,56,25,1,4,3,2.7,0
E1972,34,16,3,16,0,4.2,0
E1973,49,41,4,7,1,4.4,0
E1974,40,28,2,16,3,2.7,1
E1975,39,11,3,8,6,4.1,1
E1976,69,19,2,5,1,4.4,1
E1977,67,26,1,16,5,3.1,0
E1978,35,46,3,7,1,2.5,0
E1979,37,21,3,6,6,2.3,0
E1980,52,15,5,6,1,3.7,0
E1981,55,31,1,14,2,4.9,0
E1982,41,41,1,6,8,4.5,1
E1983,55,29,0,7,3,3.3,0
E1984,42,10,4,8,4,3.6,1
E1985,69,15,3,14,8,2.8,0
E1986,47,28,3,1,6,2.5,1
E1987,54,27,1,6,7,3.4,0
E1988,62,15,1,14,10,3.4,1
E1989,69,42,4,17,2,3.6,0
E1990,41,32,1,17,10,4.9,1
E1991,65,32,2,9,10,3.8,0
E1992,33,35,2,17,3,3.8,0
E1993,34,22,5,0,6,2.4,0
E1994,66,16,2,6,3,5.0,0
E1995,37,24,2,2,1,4.3,0
E1996,57,36,4,13,9,4.6,1
E1997,60,35,3,11,5,3.2,0
E1998,38,42,2,13,8,3.5,1
E1999,58,24,5,3,1,3.6,0
E2000,43,45,1,12,0,2.6,0
E2001,69,36,2,15,7,4.1,0
E2002,51,14,5,15,0,4.7,1
E2003,40,11,4,4,0,2.5,0
E2004,52,42,1,19,2,2.3,0
E2005,30,25,5,5,4,4.2,0
E2006,66,32,2,5,8,2.8,0
E2007,50,47,3,17,10,3.9,0
E2008,55,25,1,5,9,4.1,0
E2009,65,23,1,6,1,3.0,0
E2010,52,38,3,15,0,4.4,0
E2011,30,35,1,8,0,3.6,1
E2012,69,44,2,12,7,4.6,0
E2013,44,24,1,11,9,4.3,1
E2014,50,12,2,18,9,4.6,0
E2015,38,32,3,0,9,2.1,0
E2016,38,38,0,7,1,2.7,0
E2017,39,43,3,3,8,2.3,0
E2018,55,42,2,18,8,3.3,0
E2019,64,32,4,4,1,4.7,0
E2020,54,16,3,16,2,3.4,0
E2021,55,12,4,2,1,4.5,0
E2022,40,41,4,18,5,3.0,0
E2023,67,40,2,0,6,3.0,0
E2024,31,27,2,0,5,4.7,1
E2025,36,16,0,19,2,3.3,1
E2026,47,10,5,8,2,4.4,0
E2027,56,23,1,4,1,2.7,1
E2028,63,41,3,6,1,4.8,1
E2029,56,15,2,5,10,3.7,0
E2030,46,48,3,16,4,4.3,0
E2031,53,19,5,16,10,2.3,1
E2032,54,16,5,12,10,3.5,0
E2033,36,35,4,11,7,4.7,0
E2034,35,43,1,3,5,4.6,0
E2035,53,39,0,7,8,2.1,1
E2036,62,45,3,4,10,2.9,1
E2037,58,30,1,4,4,3.3,0
E2038,51,26,0,12,9,2.5,1
E2039,55,42,3,10,3,4.2,0
E2040,57,19,1,7,8,2.6,0
E2041,50,21,2,7,9,3.0,0
E2042,36,25,3,0,10,4.0,1
E2043,46,41,1,12,4,3.4,0
E2044,49,24,5,4,0,4.2,0
E2045,49,36,0,7,4,4.9,0
E2046,51,37,1,16,4,2.3,0
E2047,57,26,2,12,4,4.1,0
E2048,69,11,3,8,1,2.7,0
E2049,36,45,3,1,5,3.2,1
E2050,30,16,3,18,4,2.1,0
E2051,61,22,2,19,1,2.4,0
E2052,42,24,0,16,9,3.0,0
E2053,59,34,3,6,7,3.0,0
E2054,52,32,0,2,5,4.7,0
E2055,48,31,1,18,10,4.2,1
E2056,61,35,5,18,9,4.9,0
E2057,59,42,5,8,10,3.8,1
E2058,58,20,0,9,2,2.7,1
E2059,58,19,0,13,8,3.0,0
E2060,59,34,5,17,10,3.0,0
E2061,45,46,3,14,10,3.0,0
E2062,69,47,4,0,3,4.0,0
E2063,48,33,4,5,2,3.6,0
E2064,47,49,2,14,6,3.2,0
E2065,30,42,5,5,7,2.4,0
E2066,43,26,5,17,6,2.1,1
E2067,31,33,2,0,0,2.7,0
E2068,57,46,4,2,0,2.3,0
E2069,59,11,1,16,4,4.4,0
E2070,67,41,3,15,7,2.3,0
E2071,33,33,3,7,9,4.2,0
E2072,30,18,1,16,10,3.2,1
E2073,37,13,1,7,2,2.2,1
E2074,58,26,4,16,7,4.4,0
E2075,68,26,2,8,2,3.7,0
E2076,32,39,1,11,3,2.7,0
E2077,61,49,2,18,9,4.7,0
E2078,39,20,0,3,6,2.1,1
E2079,39,30,3,10,2,2.6,1
E2080,48,30,4,3,3,4.3,0
E2081,63,27,3,13,7,4.1,0
E2082,62,38,4,13,3,2.9,0
E2083,52,33,0,5,8,2.2,0
E2084,57,19,3,16,3,4.6,0
E2085,61,26,0,1,3,2.9,0
E2086,36,27,4,7,4,2.6,0
E2087,58,29,1,3,0,3.5,0
E2088,37,46,3,9,6,4.7,0
E2089,30,27,0,6,8,2.1,0
E2090,32,26,5,3,8,4.3,0
E2091,53,18,3,15,0,3.7,0
E2092,52,23,3,13,5,3.3,0
E2093,37,38,3,15,2,4.2,1
E2094,66,40,2,8,3,4.9,0
E2095,32,13,0,3,7,2.7,1
E2096,62,27,0,5,3,2.4,0
E2097,57,29,3,0,7,4.7,0
E2098,37,18,1,6,3,4.0,0
E2099,63,22,3,0,8,3.3,0
E2100,64,24,2,18,5,3.7,0
E2101,61,36,4,7,0,4.2,1
E2102,53,24,2,2,9,4.3,0
E2103,43,37,1,0,1,4.8,0
E2104,61,46,3,0,6,3.3,0
E2105,45,28,0,6,9,2.9,0
E2106,33,35,5,12,6,3.9,1
E2107,66,35,3,0,2,3.2,1
E2108,50,34,1,15,0,3.8,0
E2109,43,35,0,13,7,3.3,0
E2110,60,35,2,3,9,2.5,0
E2111,47,37,4,11,10,3.4,1
E2112,36,27,4,11,10,4.1,0
E2113,39,41,3,16,9,4.4,1
E2114,36,12,2,14,6,3.5,0
E2115,62,11,5,9,9,2.5,1
E2116,52,42,5,2,7,3.2,0
E2117,50,28,1,19,0,4.4,0
E2118,48,26,4,19,2,3.2,0
E2119,48,42,2,11,1,4.1,1
E2120,65,21,3,0,0,3.5,1
E2121,58,12,0,0,4,2.7,1
E2122,47,35,3,9,2,4.4,1
E2123,31,44,3,17,9,2.3,0
E2124,30,17,2,14,7,3.6,1
E2125,34,45,4,1,5,2.6,1
E2126,49,16,2,16,9,2.2,0
E2127,40,45,0,7,8,3.5,0
E2128,31,25,2,8,8,3.5,0
E2129,32,33,1,19,10,4.1,0
E2130,52,10,3,10,5,4.2,1
E2131,41,34,4,5,1,4.2,0
E2132,49,19,5,13,8,3.2,0
E2133,34,25,0,0,1,3.9,0
E2134,66,25,5,6,2,3.7,0
E2135,67,17,3,8,5,3.3,0
E2136,59,38,2,10,1,3.8,1
E2137,38,48,5,15,4,4.8,0
E2138,63,37,1,18,1,2.6,1
E2139,64,15,2,1,3,4.7,0
E2140,51,25,3,14,10,2.2,1
E2141,53,29,5,2,10,2.9,0
E2142,46,25,0,3,2,2.9,0
E2143,39,16,5,19,4,3.9,0
E2144,59,23,5,6,5,2.4,1
E2145,52,35,4,11,6,4.6,0
E2146,61,35,5,3,9,4.5,0
E2147,46,23,3,9,7,4.0,1
E2148,46,16,0,5,8,3.4,0
E2149,43,42,3,13,3,4.8,0
E2150,38,35,1,2,3,4.5,0
E2151,69,29,2,16,6,3.5,0
E2152,31,12,5,10,9,4.1,0
E2153,54,13,4,9,9,3.7,0
E2154,68,35,0,9,10,3.8,1
E2155,38,20,4,9,8,3.0,0
E2156,51,11,4,2,10,3.4,0
E2157,33,23,4,14,1,2.2,0
E2158,55,39,5,16,10,3.1,0
E2159,58,21,0,17,5,4.1,0
E2160,63,35,0,18,9,4.9,1
E2161,52,42,4,18,9,4.9,1
E2162,66,22,2,11,7,3.7,1
E2163,40,23,5,4,4,3.8,0
E2164,35,33,5,15,4,2.6,1
E2165,47,43,3,14,7,4.1,1
E2166,50,35,5,14,0,2.2,0
E2167,65,30,4,5,5,2.9,0
E2168,67,37,1,11,9,4.0,0
E2169,63,45,4,1,8,2.9,0
E2170,46,49,0,19,5,2.1,1
E2171,66,11,5,8,6,4.5,0
E2172,54,18,5,3,3,2.9,0
E2173,67,32,3,4,9,2.2,0
E2174,41,24,1,7,0,2.2,0
E2175,52,22,5,9,8,2.8,0
E2176,51,32,3,6,5,2.5,1
E2177,50,26,3,13,2,4.3,0
E2178,56,11,1,4,3,3.0,1
E2179,60,29,4,15,9,4.4,0
E2180,35,29,4,14,5,2.5,0
E2181,56,12,4,4,5,3.5,0
E2182,69,21,2,2,8,4.1,1
E2183,63,49,4,9,3,4.0,0
E2184,41,11,1,4,4,3.8,0
E2185,36,45,2,14,4,4.8,0
E2186,39,23,4,17,2,2.7,1
E2187,46,25,2,7,1,3.5,0
E2188,55,28,1,1,7,4.7,0
E2189,50,43,4,7,9,2.2,0
E2190,57,15,0,7,8,2.2,0
E2191,31,22,5,3,9,2.7,1
E2192,30,45,1,18,10,3.9,1
E2193,65,31,3,17,8,2.8,0
E2194,55,27,3,0,4,2.6,1
E2195,58,21,1,19,10,3.4,1
E2196,50,39,3,14,8,3.8,0
E2197,40,49,1,17,3,2.7,1
E2198,69,16,0,11,1,2.9,0
E2199,40,41,1,0,2,3.8,0
E2200,65,28,4,6,0,4.8,0
E2201,68,15,4,18,4,4.0,0
E2202,69,29,2,0,0,4.3,0
E2203,64,36,3,6,10,3.1,1
E2204,63,46,5,1,0,2.8,1
E2205,53,16,3,6,10,3.4,1
E2206,51,14,1,18,10,4.4,0
E2207,34,20,5,12,6,3.4,1
E2208,62,24,5,4,1,4.5,0
E2209,65,12,3,18,7,5.0,0
E2210,49,14,5,0,5,2.2,0
E2211,48,32,5,0,3,2.1,0
E2212,64,46,4,17,8,2.4,0
E2213,46,18,0,0,9,3.2,0
E2214,63,24,1,4,7,2.4,1
E2215,38,12,3,8,9,4.6,1
E2216,55,38,4,11,2,2.1,1
E2217,31,15,2,8,2,2.9,0
E2218,38,26,5,17,3,2.6,1
E2219,38,35,5,10,8,4.8,1
E2220,69,30,3,0,8,4.0,0
E2221,46,17,0,18,4,4.7,1
E2222,30,30,0,9,8,4.9,0
E2223,54,20,3,1,5,3.5,0
E2224,69,47,3,6,7,2.7,0
E2225,54,17,4,19,10,2.6,0
E2226,68,33,3,1,7,2.7,1
E2227,64,44,2,18,9,4.1,0
E2228,32,23,4,5,6,2.1,0
E2229,66,23,5,9,3,2.2,1
E2230,59,19,5,8,3,3.8,1
E2231,67,21,5,7,5,3.9,0
E2232,63,47,5,10,8,4.0,0
E2233,41,43,1,8,6,3.1,0
E2234,48,19,2,19,4,4.4,0
E2235,66,26,4,19,4,3.6,0
E2236,46,26,4,8,7,2.3,0
E2237,39,12,5,7,5,4.4,1
E2238,41,40,0,14,0,4.9,1
E2239,45,10,4,1,0,2.2,0
E2240,53,21,2,0,8,3.2,0
E2241,48,48,3,8,7,3.5,0
E2242,37,13,2,8,5,2.4,0
E2243,60,22,5,12,0,4.6,0
E2244,50,43,5,7,1,2.9,0
E2245,46,30,1,4,9,4.3,0
E2246,52,31,4,2,2,4.0,0
E2247,66,13,4,3,9,3.8,0
E2248,45,27,4,16,2,2.6,0
E2249,35,14,5,15,1,2.7,0
E2250,37,28,4,15,1,2.1,0
E2251,54,11,0,19,5,2.7,0
E2252,47,21,0,2,6,3.0,0
E2253,54,26,3,5,3,4.5,0
E2254,41,19,4,0,0,3.1,0
E2255,44,43,1,15,5,4.3,0
E2256,55,15,3,14,6,3.3,1
E2257,55,17,5,6,3,4.4,0
E2258,61,20,4,1,5,4.9,0
E2259,39,21,0,9,8,2.7,1
E2260,45,18,1,14,3,4.6,1
E2261,36,11,3,5,9,3.9,0
E2262,46,17,1,1,3,4.5,1
E2263,52,20,4,16,9,4.0,0
E2264,55,45,2,0,4,3.3,1
E2265,50,19,1,0,2,2.7,0
E2266,51,30,1,3,9,2.2,1
E2267,36,29,5,19,1,3.6,1
E2268,43,17,0,15,8,5.0,0
E2269,44,45,4,7,0,4.2,1
E2270,36,38,1,0,4,3.0,0
E2271,38,21,4,18,4,4.5,0
E2272,37,23,0,10,7,4.3,0
E2273,52,30,5,16,5,2.8,1
E2274,58,31,4,9,5,2.0,0
E2275,47,30,0,11,5,2.4,0
E2276,60,39,0,8,3,4.6,0
E2277,59,48,3,6,0,4.5,0
E2278,68,29,5,11,2,2.9,0
E2279,64,33,5,14,9,2.9,1
E2280,47,32,4,7,10,4.4,1
E2281,68,16,2,16,5,4.8,0
E2282,46,18,3,4,4,4.3,0
E2283,43,10,5,13,9,3.8,0
E2284,60,35,0,1,0,2.7,0
E2285,53,47,5,15,4,3.6,0
E2286,64,47,2,16,1,2.7,0
E2287,63,31,1,2,0,4.4,0
E2288,32,19,1,0,3,3.2,0
E2289,66,15,5,17,5,4.5,1
E2290,69,26,5,17,6,3.1,1
E2291,55,47,3,3,8,4.5,0
E2292,52,33,5,14,4,3.0,0
E2293,68,19,2,18,7,3.3,0
E2294,44,17,5,18,7,3.8,1
E2295,33,30,4,9,10,2.2,0
E2296,58,15,2,4,8,4.8,1
E2297,51,30,3,18,2,3.7,0
E2298,54,48,4,10,2,3.5,0
E2299,42,33,4,6,8,4.5,0
E2300,47,42,1,4,6,4.6,0
E2301,62,27,2,19,3,3.6,0
E2302,45,37,4,11,0,4.8,0
E2303,31,41,3,18,6,2.2,1
E2304,64,21,1,14,9,2.3,0
E2305,63,36,4,11,5,3.8,0
E2306,59,19,2,3,2,3.1,0
E2307,42,41,1,11,4,3.4,0
E2308,42,35,2,17,2,3.0,0
E2309,47,34,2,16,7,3.2,0
E2310,61,20,2,18,4,4.5,0
E2311,61,32,1,15,9,3.8,0
E2312,64,43,4,10,9,5.0,0
E2313,68,49,5,1,5,4.4,0
E2314,58,32,0,15,1,2.8,1
E2315,58,38,4,0,7,2.8,0
E2316,45,40,1,16,8,3.0,1
E2317,39,16,0,17,2,4.5,0
E2318,59,49,0,12,5,2.1,0
E2319,54,42,0,4,5,2.7,0
E2320,68,30,5,5,1,4.7,0
E2321,49,11,3,0,9,3.9,0
E2322,34,27,1,9,7,2.7,0
E2323,30,42,5,4,4,2.7,0
E2324,59,46,5,0,10,4.6,0
E2325,32,43,3,10,10,4.7,1
E2326,43,29,0,6,7,2.8,1
E2327,59,44,3,17,7,3.3,0
E2328,33,27,3,19,2,4.5,0
E2329,47,33,5,9,4,4.3,0
E2330,66,17,1,14,6,4.4,0
E2331,54,39,2,3,4,3.6,1
E2332,30,19,3,15,5,4.7,0
E2333,44,32,3,14,1,3.0,0
E2334,38,20,0,14,7,2.5,0
E2335,44,11,0,11,4,4.1,1
E2336,53,35,5,7,5,3.6,0
E2337,33,45,0,7,0,4.6,0
E2338,41,42,4,17,9,2.2,0
E2339,66,22,3,5,1,4.5,0
E2340,66,49,0,4,10,2.9,0
E2341,35,34,1,1,3,4.0,1
E2342,68,13,4,11,10,2.1,0
E2343,53,28,5,3,8,3.8,1
E2344,40,27,2,12,5,4.2,0
E2345,42,46,3,16,7,3.1,0
E2346,63,39,3,15,1,2.6,1
E2347,54,28,1,8,9,3.6,0
E2348,36,32,2,0,4,4.5,1
E2349,33,25,2,14,0,3.0,1
E2350,37,10,5,11,3,2.8,0
E2351,49,21,5,4,9,2.8,1
E2352,58,33,4,17,0,4.8,1
E2353,39,43,3,19,10,3.1,0
E2354,63,17,0,1,10,2.0,0
E2355,55,27,5,3,8,4.3,0
E2356,32,14,1,14,1,4.1,0
E2357,35,35,1,5,6,2.4,0
E2358,34,39,1,11,2,5.0,0
E2359,34,22,5,17,1,3.8,0
E2360,52,28,5,19,3,3.5,0
E2361,38,38,1,3,6,3.1,0
E2362,64,12,5,0,6,4.7,0
E2363,49,35,0,14,8,2.7,0
E2364,64,49,0,17,2,2.9,1
E2365,47,21,4,13,6,2.4,0
E2366,46,11,3,2,5,4.3,0
E2367,53,20,0,14,9,3.8,0
E2368,32,37,4,4,6,3.8,0
E2369,61,27,2,2,6,2.7,0
E2370,64,22,3,6,9,4.0,1
E2371,67,46,0,5,4,4.3,0
E2372,42,31,2,0,8,3.1,1
E2373,54,21,4,18,6,4.4,0
E2374,38,11,0,6,6,3.0,0
E2375,33,46,0,3,2,4.3,1
E2376,43,16,5,11,0,2.1,1
E2377,66,35,2,19,4,3.7,0
E2378,63,35,0,17,7,4.9,1
E2379,40,33,1,8,4,4.9,0
E2380,32,21,5,18,9,2.8,1
E2381,57,25,5,3,2,3.3,0
E2382,58,32,0,0,8,2.2,1
E2383,38,49,5,8,1,4.6,0
E2384,32,18,3,14,2,3.7,0
E2385,54,41,2,7,3,3.2,0
E2386,63,24,3,14,9,2.3,0
E2387,41,46,4,14,0,4.8,0
E2388,38,22,3,17,10,3.6,0
